,author,date,link,views
4 Ways We Can Save the Marvel Cinematic Universe,J.F. Sargent,2014-08-12 00:00:00,http://www.cracked.com/blog/4-things-that-must-happen-to-keep-marvel-movies-awesome/,595153
25 Parts of the World We All Picture Incorrectly,CRACKED Readers,2014-08-13 00:00:00,http://www.cracked.com/photoplasty_1014_25-parts-world-we-all-picture-incorrectly/,1580514
4 Things Nobody Tells You About Food Allergies,C. Coville,2014-08-13 00:00:00,http://www.cracked.com/blog/4-terrifying-things-about-living-with-food-allergies/,407030
If Every Single 'Star Wars: Episode 7' Rumor Was True,Cyriaque Lamar,2014-08-13 00:00:00,http://www.cracked.com/blog/the-plot-star-wars-episode-7-if-every-rumor-was-true/,259695
5 Mundane Things That Caused Earth-Shattering Destruction,"Evan V. Symon , Ivan Farkas, Jordan Rudow",2014-08-13 00:00:00,http://www.cracked.com/article_21438_5-mundane-things-that-caused-earth-shattering-destruction.html,613582
5 Ways Life With Tourette's is Way Weirder Than in Movies,"Amanda Mannen, Kel Zhang, Tyler Oberheu, K.C., Benjamin Thomas DuFault",2014-08-14 00:00:00,http://www.cracked.com/personal-experiences-1404-5-ways-life-with-tourettes-way-weirder-than-you-expect.html,675803
24 Scientific Ways to Influence People Without Saying a Word,CRACKED Readers,2014-08-14 00:00:00,http://www.cracked.com/photoplasty_996_24-scientific-ways-to-influence-people-without-saying-word/,2206656
The 4 Most Overused Jokes It's Time to Stop Making,Luis Prada,2014-08-14 00:00:00,http://www.cracked.com/blog/4-lame-jokes-that-should-be-put-to-rest/,742204
4 Video Games That Are Actually Worthy of a Movie Adaptation,Pauli Poisuo,2014-08-14 00:00:00,http://www.cracked.com/blog/4-video-games-that-desperately-need-movie-adaptation-pt-2/,531191
8 Bizarre Horrors Found in the Squarest Comic Book Ever,Seanbaby,2014-08-14 00:00:00,http://www.cracked.com/blog/8-bizarre-horrors-found-in-squarest-comic-book-ever/,984437
20 Classic Movies From the Perspective of Minor Characters,CRACKED Readers,2014-08-15 00:00:00,http://www.cracked.com/photoplasty_1018_20-classic-movies-from-perspective-minor-characters/,887110
The 7 Most Needlessly Terrifying Video Game Covers,Tristan Cooper,2014-08-15 00:00:00,http://www.cracked.com/article_21436_the-7-most-needlessly-terrifying-video-game-covers.html,436965
6 Reasons Shark Week Should Be Stopped,Adam Tod Brown,2014-08-15 00:00:00,http://www.cracked.com/blog/5-reasons-sharks-dont-deserve-their-own-week/,352664
The 4 Movie Beasts Creepier Than Michael Bay's Ninja Turtles,Felix Clay,2014-08-16 00:00:00,http://www.cracked.com/blog/the-4-movie-beasts-creepier-than-michael-bays-ninja-turtles/,488853
5 Animals Who Taught Themselves Eerily Human Skills,"Matt Pass, Ivan Farkas, Ruy Platt",2014-08-16 00:00:00,http://www.cracked.com/article_21327_5-animals-who-taught-themselves-eerily-human-skills.html,525317
The 5 Most WTF Origins of Iconic 'Star Wars' Scenes,Cezary Jan Strusiewicz,2014-08-16 00:00:00,http://www.cracked.com/blog/the-5-most-wtf-origins-iconic-star-wars-scenes/,415738
6 Ways a Creationist Textbook Sabotaged Science,Luke McKinney,2014-08-16 00:00:00,http://www.cracked.com/blog/6-ways-creationist-textbook-sabotaged-science/,468482
5 Awesome Things No One Is Cool Enough to Own (Part 2),Gladstone,2014-08-17 00:00:00,http://www.cracked.com/blog/5-awesome-things-no-one-cool-enough-to-own-part-2/,535876
5 Insider Tips for Not Getting Screwed by Car Salesmen,"Anonymous, Chris Radomile",2014-08-17 00:00:00,http://www.cracked.com/personal-experiences-1416-5-insider-tips-not-getting-screwed-by-car-salesmen.html,742615
If Every Lie on the Internet Was True,CRACKED Readers,2014-08-17 00:00:00,http://www.cracked.com/photoplasty_1020_if-every-lie-internet-was-true/,822279
5 Ruthless Dictators Hiding in Plain Sight as Normal People,"Alex Hanton, Virgil Texas",2014-08-17 00:00:00,http://www.cracked.com/article_21335_5-ruthless-dictators-hiding-in-plain-sight-as-normal-people.html,610505
5 Bizarre Studying Hacks You Won't Believe Improve Learning,"Dennis Hong, Tristan Cooper",2014-08-18 00:00:00,http://www.cracked.com/article_21275_5-bizarre-studying-hacks-you-wont-believe-improve-learning.html,598041
4 Famous People Who Accidentally Created Classic Movies,Cezary Jan Strusiewicz,2014-08-18 00:00:00,http://www.cracked.com/blog/4-famous-people-who-accidentally-created-classic-movies/,644964
The 6 Stupidest National Outrages About Fictional Characters,Pat Carnell,2014-08-18 00:00:00,http://www.cracked.com/article_21428_the-6-stupidest-national-outrages-about-fictional-characters.html,1961682
The 33 Most Unexpected Accomplishments of Famous People,CRACKED Readers,2014-08-18 00:00:00,http://www.cracked.com/photoplasty_1024_33-famous-things-created-by-last-famous-person-you-think/,1056746
2 New Shirts: Han Solo's Space Cowboys and Mario's Prestige,CRACKED Staff,2014-08-18 00:00:00,http://www.cracked.com/blog/2-new-shirts-han-solos-space-cowboys-marios-prestige/,49778
5 Ways Your Brain Stops You From Being Awesome,,2014-08-18 00:00:00,http://www.cracked.com/podcast/5-ways-your-brain-stops-you-from-being-awesome,0
4 Hilarious Attempts to Fix Things That Weren't Broken,Chris Bucholz,2014-08-19 00:00:00,http://www.cracked.com/blog/4-hilarious-attempts-to-fix-things-that-werent-broken/,795896
5 Shocking Ways the Modern World Screws Blind People,"J.F. Sargent, T.L. Swedensky",2014-08-19 00:00:00,http://www.cracked.com/personal-experiences-1378-5-shocking-ways-modern-world-screws-blind-people.html,530962
5 Classic Songs That Were Originally Creepy as Hell,Ryan Menezes,2014-08-19 00:00:00,http://www.cracked.com/article_21446_5-classic-songs-that-were-originally-creepy-as-hell.html,961553
5 Reasons You Should Hate Professional Sports,J.F. Sargent,2014-08-19 00:00:00,http://www.cracked.com/blog/5-reasons-sports-are-worst-thing-ever-unbiased-opinion/,578970
5 Horrifying Details You Never Noticed in Famous Video Games,"Raoni Lacerda, Ian Ury, John Mulroy",2014-08-20 00:00:00,http://www.cracked.com/article_21153_5-horrifying-details-you-never-noticed-in-famous-video-games.html,859574
The 21 Stupidest Things Ever Said by Powerful People,CRACKED Readers,2014-08-20 00:00:00,http://www.cracked.com/photoplasty_1026_the-21-stupidest-things-ever-said-by-powerful-people/,1838059
4 Awesome Superhero Movie Sequels That Will Never Happen,Maxwell Yezpitelok,2014-08-20 00:00:00,http://www.cracked.com/blog/4-awesome-superhero-movie-sequels-that-will-never-happen/,511735
4 Creepy Drinks That Prove We Can Ruin Anything,Pauli Poisuo,2014-08-21 00:00:00,http://www.cracked.com/blog/4-creepy-drinks-that-prove-we-can-ruin-anything/,365477
5 Amazing Scenes from Otherwise Horrible Movies,Cezary Jan Strusiewicz,2014-08-21 00:00:00,http://www.cracked.com/blog/5-amazing-scenes-from-otherwise-horrible-movies/,1137402
5 Barbaric Practices That Are More Modern Than You Think,"Xavier Jackson, Evan V. Symon , Aaron Granger",2014-08-21 00:00:00,http://www.cracked.com/article_21572_5-outdated-practices-that-are-more-modern-than-you-think.html,758327
4 Uncool Fashions We Should Consider Bringing Back,Luis Prada,2014-08-21 00:00:00,http://www.cracked.com/blog/4-uncool-fashion-trends-we-should-give-second-chance/,423854
17 Awesomely Simple Tricks Behind Movie Special Effects,CRACKED Readers,2014-08-21 00:00:00,http://www.cracked.com/photoplasty_1022_17-awesomely-simple-tricks-behind-movie-special-effects/,942249
6 Geniuses Who Saw Their Inventions Turn Evil,"Daniel Nest, Blair Dodge",2014-08-22 00:00:00,http://www.cracked.com/article_21506_6-geniuses-who-saw-their-inventions-turn-evil.html,932977
If Men Had to Put Up With the Same Crap as Women,CRACKED Readers,2014-08-22 00:00:00,http://www.cracked.com/photoplasty_1028_if-pop-culture-treated-men-way-it-treats-women/,1773251
6 Video Games Invented Inside Other Video Games,Mark Hill,2014-08-22 00:00:00,http://www.cracked.com/blog/6-video-games-invented-inside-other-video-games/,787775
3 Bands Who Completely Disowned Their Former Members,Tom Reimann,2014-08-23 00:00:00,http://www.cracked.com/blog/3-bands-who-completely-disowned-their-former-members/,553553
5 Jobs That Only Exist to Make the Modern World Look Dumber,Felix Clay,2014-08-23 00:00:00,http://www.cracked.com/blog/5-jobs-that-only-exist-to-make-modern-world-look-dumber/,483933
6 Surprising Realities of the Legal Weed Industry,Anonymous,2014-08-23 00:00:00,http://www.cracked.com/personal-experiences-1444-6-surprising-realities-legal-weed-industry.html,739846
7 Directors Who Stole Their Biggest Hits (From Themselves),"Maxwell Yezpitelok, J.F. Sargent",2014-08-23 00:00:00,http://www.cracked.com/article_21618_7-directors-who-stole-their-biggest-hits-from-themselves.html,428171
16 Diabolical Acts of Evil by Famous Corporations,CRACKED Readers,2014-08-23 00:00:00,http://www.cracked.com/photoplasty_675_16-diabolical-acts-evil-by-famous-corporations/,924432
5 Acts of Baffling Selfishness We Just Sort of Accept,Gladstone,2014-08-24 00:00:00,http://www.cracked.com/blog/5-acts-baffling-selfishness-we-just-sort-accept/,594351
30 Famous Movie Plots Solved In Minutes By Common Sense,CRACKED Readers,2014-08-24 00:00:00,http://www.cracked.com/photoplasty_1030_30-famous-movie-plots-solved-in-minutes-by-common-sense/,1105167
6 Realities of the Secret World of Paid TV Audience Members,"Amanda Mannen, A. Smithee",2014-08-24 00:00:00,http://www.cracked.com/personal-experiences-1410-6-realities-secret-world-paid-tv-audience-members.html,750268
5 Myths You Probably Believe About Major Religions,Pat Carnell,2014-08-24 00:00:00,http://www.cracked.com/article_21195_5-myths-you-probably-believe-about-major-religions.html,1579435
18 Technologies You Didn't Know Are About to Fix Daily Life,CRACKED Readers,2014-08-25 00:00:00,http://www.cracked.com/photoplasty_1036_18-awesome-tech-upgrades-coming-soon-to-your-everyday-life/,1145924
5 Successful People Who Everyone Forgets Are Exposed Frauds,Sammy Trujillo,2014-08-25 00:00:00,http://www.cracked.com/article_21450_5-successful-people-who-everyone-forgets-are-exposed-frauds.html,3131368
5 Things I Learned as a Neo-Nazi,"J.F. Sargent, Frank Meeink",2014-08-25 00:00:00,http://www.cracked.com/personal-experiences-1446-5-things-i-learned-as-neo-nazi.html,1357763
"A New Shirt for 'The Avengers,' 'The Sandman' & 'Akira' Fans",CRACKED Staff,2014-08-25 00:00:00,http://www.cracked.com/blog/a-new-shirt-the-avengers-the-sandman-akira-fans/,41049
5 Celebrity Endorsements That Ruined the Product,Jason Iannone,2014-08-25 00:00:00,http://www.cracked.com/blog/5-celebrity-endorsements-that-ruined-product/,537737
4 Weird Decisions That Have Made Modern Cops Terrifying,"J.F. Sargent, Billy Anderson",2014-08-26 00:00:00,http://www.cracked.com/blog/4-weird-decisions-that-have-made-modern-cops-terrifying/,443287
5 Things You Learn About Rich People Working at a Nice Hotel,"Robert Evans, Taylor Crane",2014-08-26 00:00:00,http://www.cracked.com/personal-experiences-1424-5-things-you-learn-about-rich-people-working-at-nice-hotel.html,2082635
5 Complex Languages Invented by One (Crazy) Person,Chris Bucholz,2014-08-26 00:00:00,http://www.cracked.com/blog/5-people-who-invented-entire-languages-from-scratch/,339341
6 Bizarrely Sexual Easter Eggs Lurking in Kids' Video Games,CRACKED Staff,2014-08-26 00:00:00,http://www.cracked.com/article_21462_6-bizarrely-sexual-easter-eggs-lurking-in-kids-video-games.html,1106528
23 Eerily Specific Predictions from History That Came True,CRACKED Readers,2014-08-27 00:00:00,http://www.cracked.com/photoplasty_1034_23-eerily-specific-predictions-from-history-that-came-true/,1415968
5 Movie Jokes You Missed If You Only Speak English,Cezary Jan Strusiewicz,2014-08-27 00:00:00,http://www.cracked.com/blog/5-movie-jokes-you-missed-if-you-only-speak-english/,1135878
The 6 Most Hilariously Misleading Movie Trailers,Jonathan Persinger,2014-08-27 00:00:00,http://www.cracked.com/article_21482_the-6-most-hilariously-misleading-movie-trailers.html,732678
5 Things Nobody Tells You About Trying to Lose Weight,Pauli Poisuo,2014-08-28 00:00:00,http://www.cracked.com/blog/5-things-nobody-tells-you-about-trying-to-lose-weight/,908229
4 Important Skills That Lazy People Learn in High School,Luis Prada,2014-08-28 00:00:00,http://www.cracked.com/blog/4-important-skills-that-lazy-people-learn-in-high-school/,468865
17 Insane Transformations You Have to See to Believe,CRACKED Readers,2014-08-28 00:00:00,http://www.cracked.com/photoplasty_1032_17-insane-transformations-you-have-to-see-to-believe/,1353613
5 Historical Figures Who Made James Bond Look Like a Pussy,David Rheinhart,2014-08-28 00:00:00,http://www.cracked.com/article_21452_5-historical-figures-who-made-james-bond-look-like-pussy.html,462677
7 Important Details Nobody Mentions About Ferguson,Cody Johnston,2014-08-28 00:00:00,http://www.cracked.com/blog/7-wacky-farts-that-can-help-us-understand-ferguson-mo/,870074
5 Deranged Authors Who Wrote the Same Book Over and Over,Seanbaby,2014-08-29 00:00:00,http://www.cracked.com/blog/5-deranged-authors-who-wrote-same-book-over-over/,943716
32 Disney / Pixar Movie Ideas That Would Bankrupt Them,CRACKED Readers,2014-08-29 00:00:00,http://www.cracked.com/photoplasty_1040_the-32-worst-possible-ideas-disney-pixar-sequels/,852869
7 Adventures of the World's Biggest Pot Smuggler,Robert Evans,2014-08-29 00:00:00,http://www.cracked.com/personal-experiences-1448-7-adventures-i-had-as-worlds-biggest-pot-smuggler.html,661108
6 Animals That Look Like Drunken Combinations of Other Ones,"Kel Zhang, E. Reid Ross, Ivan Farkas",2014-08-30 00:00:00,http://www.cracked.com/article_21454_6-animals-that-look-like-drunken-combinations-other-ones.html,475162
The 5 Most Misguided Uses of the Word 'Quantum' in Ads,Luke McKinney,2014-08-30 00:00:00,http://www.cracked.com/blog/the-5-most-misguided-uses-word-quantum-in-ads/,214106
4 Innocent Things It's Impossible Not to Feel Paranoid Doing,Felix Clay,2014-08-30 00:00:00,http://www.cracked.com/blog/4-innocent-things-its-impossible-not-to-feel-paranoid-doing/,741522
The 8 Stupidest Ways to Play 'Mario Kart 8' (Tested),Maxwell Yezpitelok,2014-08-30 00:00:00,http://www.cracked.com/blog/the-8-stupidest-ways-to-play-mario-kart-8-tested/,289395
21 Photos That Shatter Your Image of Famous Things,CRACKED Readers,2014-08-30 00:00:00,http://www.cracked.com/photoplasty_1016_21-photos-that-shatter-your-image-famous-things/,1288972
5 Unexpected Things I Learned From Having an Eating Disorder,"Amanda Mannen, Sara Castro, Christine M.",2014-08-31 00:00:00,http://www.cracked.com/personal-experiences-1408-5-unexpected-things-i-learned-from-having-eating-disorder.html,607389
7 Creepy Plants That Shouldn't Exist (Part 2),Kel Zhang,2014-08-31 00:00:00,http://www.cracked.com/article_21460_7-creepy-plants-that-shouldnt-exist-part-2.html,746936
The 25 Worst Possible Text Messages To Wake Up To,CRACKED Readers,2014-08-31 00:00:00,http://www.cracked.com/photoplasty_1042_the-25-worst-possible-text-messages-to-wake-up-to/,1023452
5 Different Boozes With Their Own Unique Buzz,Gladstone,2014-08-31 00:00:00,http://www.cracked.com/blog/5-different-boozes-with-their-own-unique-buzz/,426968
4 Public Apologies That Weren't Good Enough,Luis Prada,2014-09-04 00:00:00,http://www.cracked.com/blog/4-public-apologies-we-shouldnt-accept/,386495
The 10 Most Terrifying Soft Drinks in Existence (Tested),Pauli Poisuo,2014-09-04 00:00:00,http://www.cracked.com/blog/the-10-most-terrifying-soft-drinks-in-existence-tested/,638180
The 16 Most Ridiculous Death Scenes In Movie History,CRACKED Readers,2014-09-04 00:00:00,http://www.cracked.com/photoplasty_1044_the-16-most-ridiculous-death-scenes-in-movie-history/,1121289
4 Bizarrely Specific Things Being Taken Over by One Country,C. Coville,2014-09-04 00:00:00,http://www.cracked.com/blog/4-bizarrely-specific-things-being-taken-over-by-one-country/,700806
11 Old-Timey Photos That Somehow Aren't Photoshopped (Pt. 4),Jacopo della Quercia,2014-09-04 00:00:00,http://www.cracked.com/article_21464_11-old-timey-photos-you-wont-believe-werent-faked-pt.-4.html,457249
20 Mind-Blowing Comparisons Between Old and New Technology,CRACKED Readers,2014-09-05 00:00:00,http://www.cracked.com/photoplasty_1038_19-mind-blowing-comparisons-between-old-new-technology/,1338016
5 Ridiculous Myths About Air Travel You Probably Believe,Winston Rowntree,2014-09-05 00:00:00,http://www.cracked.com/blog/5-ridiculous-myths-about-air-travel-you-probably-believe/,694618
What We REALLY Mean When We Talk About Leaked Pics,Daniel O'Brien,2014-09-05 00:00:00,http://www.cracked.com/blog/what-our-reaction-to-nude-celeb-leaks-says-about-us/,558461
5 Things You Didn't Know Surgeons Do With Your Body,"J.F. Sargent, Chris",2014-09-05 00:00:00,http://www.cracked.com/personal-experiences-1442-5-things-you-didnt-know-surgeons-do-with-your-body.html,1407496
26 Dramatic Movies They'll Make About Modern History,CRACKED Readers,2014-09-05 00:00:00,http://www.cracked.com/photoplasty_1050_26-inaccurate-movies-theyll-make-about-recent-history/,650321
3 Reasons Never to Use the Term 'Friendzone',Gladstone,2014-09-06 00:00:00,http://www.cracked.com/blog/3-reasons-never-to-use-term-friendzone/,497510
4 Ways The World Can Actually End (That Would Be Worth It),Adam Tod Brown,2014-09-06 00:00:00,http://www.cracked.com/blog/4-ways-world-can-actually-end-that-would-be-worth-it/,522587
The 7 Most Sexually Deviant Creatures in Folklore,Felix Clay,2014-09-06 00:00:00,http://www.cracked.com/blog/the-7-most-sexually-deviant-creatures-in-folklore/,935138
6 Children's Games Clearly Designed By Psychopaths,JM McNab,2014-09-06 00:00:00,http://www.cracked.com/article_21448_6-childrens-games-clearly-designed-by-psychopaths.html,483240
5 Ways Movies Get Gunfights Wrong (Based on Experience),"Robert Evans, Greg Spyridis",2014-09-07 00:00:00,http://www.cracked.com/personal-experiences-1450-5-ways-movies-get-gunfights-wrong-based-experience.html,1052469
How Internet Ads Could Possibly Be Worse,CRACKED Readers,2014-09-07 00:00:00,http://www.cracked.com/photoplasty_1052_how-internet-ads-could-possibly-be-worse/,481909
5 Famous Movie Villains With Shockingly Stupid Master Plans,Rohan Ramakrishnan,2014-09-07 00:00:00,http://www.cracked.com/article_21389_5-famous-movie-villains-with-shockingly-stupid-master-plans.html,597253
5 Shockingly Racist Scenes in Famous Superhero Comics,Seanbaby,2014-09-07 00:00:00,http://www.cracked.com/blog/5-shockingly-racist-scenes-in-famous-superhero-comics/,835504
Why American Movie Heroes Have to Be Orphans,,2014-09-08 00:00:00,http://www.cracked.com/podcast/why-american-movie-heroes-have-to-be-orphans,0
"2 New Shirts for Thor, Tesla, and 'Neverending Story' Fans",CRACKED Staff,2014-09-08 00:00:00,http://www.cracked.com/blog/2-new-shirts-thor-tesla-neverending-story-fans/,29816
6 Movies You Didn't Know Had Catastrophic Unofficial Sequels,JM McNab,2014-09-08 00:00:00,http://www.cracked.com/article_21496_6-ridiculous-unofficial-sequels-to-your-favorite-movies.html,580325
20 Famous Stereotypes That Are Statistically B.S.,CRACKED Readers,2014-09-08 00:00:00,http://www.cracked.com/photoplasty_1054_20-famous-stereotypes-that-are-statistically-b.s./,1908355
6 Famous Works of Art You Didn't Know Were Vicious Insults,Bennett Rea,2014-09-08 00:00:00,http://www.cracked.com/article_21566_6-famous-works-art-you-didnt-know-were-vicious-insults.html,1995036
4 Behind-the-Scenes Moments That Will Brighten Your Day,Daniel O'Brien,2014-09-08 00:00:00,http://www.cracked.com/blog/4-behind-the-scenes-moments-that-will-brighten-your-day/,804949
4 Insane (but Convincing) Celebrity Conspiracy Theories,Pauli Poisuo,2014-09-09 00:00:00,http://www.cracked.com/blog/4-insane-but-convincing-celebrity-conspiracy-theories/,911544
The Most Poorly Timed Fart Ever: A True Story from My Life,J.F. Sargent,2014-09-09 00:00:00,http://www.cracked.com/blog/the-classiest-fart-joke-ever-true-story/,190741
5 Shocking Realities of Working With Disturbed Children,"Robert Evans, Anonymous",2014-09-09 00:00:00,http://www.cracked.com/personal-experiences-1456-5-shocking-realities-working-with-disturbed-children.html,1083304
6 Half-Assed Accidents Behind the Most Famous Songs Ever,"Jacob Trowbridge, Ed Stevens, Ryan Menezes, John Martin, Alexander Pan",2014-09-09 00:00:00,http://www.cracked.com/article_21508_6-classic-songs-that-were-written-by-mistake.html,798861
9 Of the World's Unhealthiest Foods (Tested in One Night),Felix Clay,2014-09-10 00:00:00,http://www.cracked.com/blog/the-9-unhealthiest-foods-in-world-eaten-in-one-night/,511885
The 5 Coolest Things Ever Said In The History of War,"Jacopo della Quercia , Jorden Weir",2014-09-10 00:00:00,http://www.cracked.com/article_21510_the-5-most-epic-badass-lines-said-by-real-soldiers-in-battle.html,1020818
The 21 Most Insane Ways Real Schools Abused Their Students,CRACKED Readers,2014-09-10 00:00:00,http://www.cracked.com/photoplasty_1056_the-21-most-insane-ways-real-schools-abused-their-students/,1476672
5 Ways to Use Babies as Criminal Accomplices,Chris Bucholz,2014-09-11 00:00:00,http://www.cracked.com/blog/5-ways-people-use-babies-to-commit-crimes/,252649
5 Things I Saw as a 9/11 First Responder,"Isaac Cabe, John Feal",2014-09-11 00:00:00,http://www.cracked.com/personal-experiences-1418-5-things-i-saw-as-911-first-responder.html,665462
25 Things You'll Never See the Same Way Again,CRACKED Readers,2014-09-11 00:00:00,http://www.cracked.com/photoplasty_1058_25-things-youll-never-see-same-way-again/,2410375
7 Old Pictures That Prove Sports Used To Be Insane,Luis Prada,2014-09-11 00:00:00,http://www.cracked.com/blog/7-old-pictures-that-prove-sports-used-to-be-terrifying/,359377
5 Classic Movies You Didn't Notice Were Completely Insane,Maxwell Yezpitelok,2014-09-11 00:00:00,http://www.cracked.com/blog/5-classic-movies-you-didnt-notice-were-completely-insane/,970475
5 Insane True Stories of Hostages Outsmarting Their Captors,"Evan V. Symon , Kier Harris, Carolyn Burke, Simone B.",2014-09-12 00:00:00,http://www.cracked.com/article_21476_5-insane-true-stories-hostages-outsmarting-their-captors.html,995189
5 Examples of Irresponsible Drinking Gone Terribly Awry,Adam Tod Brown,2014-09-12 00:00:00,http://www.cracked.com/blog/5-examples-irresponsible-drinking-gone-terribly-awry/,399852
30 Leaked Nude Pictures of (Fictional) Celebrities,CRACKED Readers,2014-09-12 00:00:00,http://www.cracked.com/photoplasty_1064_30-leaked-nude-pictures-fictional-celebrities/,1156148
4 Harsh Realities About Working at a Thrift Store,Talia Jane,2014-09-13 00:00:00,http://www.cracked.com/blog/4-harsh-realities-about-working-at-thrift-store/,604090
6 Impressive Works of Architecture in the Middle of Nowhere,"Eric Yosomono, Robert Friedrich, Simone B.",2014-09-13 00:00:00,http://www.cracked.com/article_21512_6-impressive-works-architecture-in-middle-nowhere.html,725820
5 Ways 19th Century England Makes the Modern World Look Tame,Kathy Benjamin,2014-09-13 00:00:00,http://www.cracked.com/blog/5-ways-19th-century-england-makes-modern-world-look-tame/,858800
The 20 Most Unintentionally Hilarious Moments in TV History,CRACKED Readers,2014-09-13 00:00:00,http://www.cracked.com/photoplasty_1060_the-20-most-unintentionally-hilarious-moments-in-tv-history/,1298051
4 Famous Movies With Insane Music Video Tie-Ins,Tom Reimann,2014-09-13 00:00:00,http://www.cracked.com/blog/4-famous-movies-with-insane-music-video-tie-ins/,259620
22 Shockingly Dark Lyrics in Otherwise Happy Songs,CRACKED Readers,2014-09-14 00:00:00,http://www.cracked.com/photoplasty_1066_22-shockingly-dark-lyrics-in-otherwise-happy-songs/,1339717
4 Famous Movies With Deceptively Complex Symbolism,Gladstone,2014-09-14 00:00:00,http://www.cracked.com/blog/4-famous-movies-with-deceptively-complex-symbolism/,536491
6 People With Amazing Yet Totally Useless Abilities,Ivan Farkas,2014-09-14 00:00:00,http://www.cracked.com/article_21636_6-people-with-amazing-yet-totally-useless-abilities.html,638509
5 Things I Learned as a Sex Slave in Modern America,"Robert Evans, Anonymous",2014-09-14 00:00:00,http://www.cracked.com/personal-experiences-1440-5-things-i-learned-as-sex-slave-in-modern-america.html,3644593
17 Movies & TV Shows That Have No Idea How Technology Works,CRACKED Readers,2014-09-15 00:00:00,http://www.cracked.com/photoplasty_1068_17-movies-tv-shows-that-have-no-idea-how-technology-works/,1035591
5 Ridiculous Myths You Probably Believe About Schizophrenia,"Amanda Mannen, Amanda Davenport",2014-09-15 00:00:00,http://www.cracked.com/personal-experiences-1428-5-lies-you-probably-believe-about-my-life-with-schizophrenia.html,991105
2 Shirts for 'Star Wars' and 'Transformers' Fans,CRACKED Staff,2014-09-15 00:00:00,http://www.cracked.com/blog/2-shirts-star-wars-transformers-fans/,27377
9 Statistics That Prove You're Wrong About Everything,,2014-09-15 00:00:00,http://www.cracked.com/podcast/9-statistics-that-prove-youre-wrong-about-everything,0
5 Beloved Icons That Need a Gritty Reboot,"C. Coville, Christina H",2014-09-15 00:00:00,http://www.cracked.com/blog/5-beloved-icons-that-need-gritty-reboot/,322099
5 Tiny Screw-Ups That Caused Giant Catastrophes,A.C. Grimes,2014-09-15 00:00:00,http://www.cracked.com/article_21456_5-tiny-screw-ups-that-caused-giant-catastrophes.html,625067
4 Things You Didn't Know Are Shortening Your Life,C. Coville,2014-09-16 00:00:00,http://www.cracked.com/blog/4-things-you-didnt-know-are-shortening-your-life/,651882
6 Weird Things Everyone Misunderstands About Anger,J.F. Sargent,2014-09-16 00:00:00,http://www.cracked.com/blog/6-weird-things-everyone-misunderstands-about-anger/,345033
5 Survival Lessons From Inside a Real World Dystopia,"Robert Evans, Adam",2014-09-16 00:00:00,http://www.cracked.com/personal-experiences-1406-5-survival-lessons-from-inside-real-world-dystopia.html,549790
5 Things I Learned as the Internet's Most Hated Person,Zoe Quinn,2014-09-16 00:00:00,http://www.cracked.com/blog/5-things-i-learned-as-internets-most-hated-person/,1844530
7 Amazing Works of Pop Culture That Have Been Lost Forever,"Jacopo della Quercia , Chris Berglund, James Amaz",2014-09-16 00:00:00,http://www.cracked.com/article_21588_7-amazing-works-pop-culture-that-have-been-lost-forever.html,874794
4 Ways People Hide Lies Inside of an Apology,Chris Bucholz,2014-09-16 00:00:00,http://www.cracked.com/blog/4-ways-people-hide-lies-inside-apology/,261729
7 Famous Artists You Didn't Know Were Perverts (Pt. 2),"Raoni Lacerda, Michael Hossey",2014-09-17 00:00:00,http://www.cracked.com/article_21568_7-famous-artists-you-didnt-know-were-perverts-pt.-2.html,1456495
4 Ways Gamers Still Suck at Dealing With Women,Mark Hill,2014-09-17 00:00:00,http://www.cracked.com/blog/4-ways-gamers-still-suck-at-dealing-with-women/,519075
What Today's Celebrities Will Be Doing 20 Years From Now,CRACKED Readers,2014-09-17 00:00:00,http://www.cracked.com/photoplasty_1062_what-todays-celebrities-will-be-doing-20-years-from-now/,870032
5 Failed Attempts At Keeping Up With Modern Pop Music,Luis Prada,2014-09-18 00:00:00,http://www.cracked.com/blog/5-failed-attempts-at-keeping-up-with-modern-pop-music/,517155
4 Social Situations No One Ever Gets Right,Pauli Poisuo,2014-09-18 00:00:00,http://www.cracked.com/blog/4-social-situations-no-one-ever-gets-right/,451723
17 Unintentionally Hilarious Scenes in Serious Movies,CRACKED Readers,2014-09-18 00:00:00,http://www.cracked.com/photoplasty_1070_17-unintentionally-hilarious-scenes-in-serious-movies/,1052165
6 Historic Events You Didn't Realize Everyone Was Drunk For,Pat Carnell,2014-09-18 00:00:00,http://www.cracked.com/article_21546_6-famous-scenes-in-history-that-were-secretly-drunken-messes.html,843478
5 Advanced Ancient Technologies That Shouldn't Be Possible,"Aatif Zubair, Ivan Farkas",2014-09-19 00:00:00,http://www.cracked.com/article_21686_5-awesome-technologies-created-by-ancient-civilizations.html,2016029
22 Eerily Plausible Conspiracy Theories (We Just Made Up),CRACKED Readers,2014-09-19 00:00:00,http://www.cracked.com/photoplasty_1076_22-eerily-plausible-conspiracy-theories-we-just-made-up/,1142535
5 Current TV Shows That Get More Praise Than They Deserve,Adam Tod Brown,2014-09-19 00:00:00,http://www.cracked.com/blog/5-current-tv-shows-that-get-more-praise-than-they-deserve/,1993400
